timestamp,delay,time1(ms),roll1,pitch1,yaw1,accelx1,accely1,accelz1,euler_x1,euler_y1,euler_z1,roll2,pitch2,yaw2,accelx2,accely2,accelz2,euler_x2,euler_y2,euler_z2,roll3 ,pitch3,yaw3,accelx3,accely3,accelz3,euler_x3,euler_y3,euler_z3,delay,timestamp,time(ms),Ch1,Ch2,Ch3,Ch4,Ch5,Ch6,Ch7,Ch8,Ch9,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19,Ch20,Ch21,Ch22,Ch23,Ch24,Ch25,Ch26,Ch27,Ch28,Ch29,Ch30,Ch31,Ch32,accel_x,accel_y,accel_z,delay,timestamp ,x_1,y_1,z_1,x_2,y_2,z_2,x_3,y_3,z_3,,avg_x,avg_y
1677091780,0.099897385,0.010041952,-2.73,-0.16,-0.24,-0.02,0.01,-0.01,70.29,-0.6,-134.01,-1.28,0.32,-0.57,0.01,-0.01,-0.03,116.82,22.7,-66.11,2.91,0.1,-1.9,0.1,0.02,0.09,135.53,-25.06,-61.04,0.010041952,1677091780,0.516763687,-16102.54004,8596.557617,-2268.39209,-1995.890381,5949.09668,2545.288086,101.0742188,8144.694336,10316.12207,5173.258789,-8631.673828,7440.51123,-1649.454834,2568.766357,-3699.910645,-4294.84082,2544.108154,-345.5403748,3217.61084,2285.359863,7628.214844,1258.870483,1780.84314,2861.572266,7288.452148,5222.493652,-538.8997803,6223.876953,4578.125,8096.150879,-3298.217773,-13036.37695,-72,1012,24,0.516763687,1677091786,-11.85098337,3282.892126,1362.320513,42.12380927,3192.379783,1351.214849,117.3175434,3302.359559,1350.075661,,49.19678977,3259.210489
1677091780,0.001192093,0.020139456,-2.85,-0.22,-0.18,-0.02,0.01,-0.02,70.26,-0.6,-134.01,-1.16,0.31,-0.51,0.01,-0.01,-0.03,116.81,22.71,-66.1,2.91,0.1,-1.9,0.1,0.02,0.09,135.53,-25.06,-61.04,0.010097504,1677091780,0.516763687,-16096.0293,8598.266602,-2265.50293,-1991.536499,5952.799805,2549.926758,101.0335312,8148.193848,10320.55664,5172.241211,-8627.807617,7441.976074,-1645.955444,2576.049805,-3686.564209,-4271.525391,2559.895996,-347.4528198,3222.167969,2285.115723,7629.313477,1265.909912,1781.453491,2860.839844,7289.021973,5223.958496,-536.6210938,6227.702148,4578.328613,8099.487793,-3294.108154,-13031.57617,-72,1012,24,0,1677091786,42.09825008,3192.460408,1351.332587,-11.8576661,3282.953281,1362.427067,117.2897716,3302.436167,1350.229101,,49.17678519,3259.283285
1677091780,0.00166893,0.029321194,-3.08,-0.06,-0.06,-0.02,0.01,-0.01,70.3,-0.59,-134.01,-1.34,0.2,-0.51,0.01,-0.01,-0.03,116.8,22.71,-66.1,2.97,0.32,-1.89,0.1,0.02,0.1,135.57,-25.04,-61,0.009181738,1677091780,0.516763687,-16091.39063,8600.952148,-2259.684326,-1982.747437,5963.58252,2563.720703,105.4280624,8152.95459,10326.82324,5181.071289,-8620.483398,7444.905762,-1641.520264,2583.740234,-3673.624756,-4253.458984,2569.17334,-344.075531,3225.626709,2288.330078,7623.616699,1271.972656,1783.813477,2860.961914,7295.369629,5227.335938,-532.3893433,6232.829102,4581.583984,8102.864746,-3292.480469,-13029.25684,-72,1011,24,0,1677091786,42.07629655,3192.510084,1351.387864,-11.87097013,3283.017424,1362.476022,117.2935605,3302.483367,1350.255689,,49.16629563,3259.336958
1677091780,0.001192093,0.040522337,-3.08,0.06,-0.01,-0.03,0.01,-0.01,70.27,-0.59,-134.01,-1.34,0.2,-0.57,0.01,-0.01,-0.03,116.86,22.68,-66.06,3.02,0.15,-1.78,0.09,0.03,0.1,135.6,-25.03,-60.99,0.011201143,1677091780,0.516763687,-16088.82715,8603.475586,-2256.103516,-1976.5625,5967.529297,2573.20166,109.6191406,8157.796387,10332.07227,5198.893555,-8612.875,7448.445801,-1636.43396,2593.139648,-3663.899902,-4238.973145,2582.112793,-329.2236328,3229.695801,2296.224121,7619.710449,1272.094727,1786.743164,2862.5896,7295.166016,5227.132324,-528.3610229,6238.729004,4582.967285,8106.974609,-3290.446045,-13025.75684,-72,1011,24,0,1677091786,42.06250799,3192.565966,1351.353408,-11.88643171,3283.089089,1362.432624,117.3304755,3302.512395,1350.176717,,49.16885059,3259.38915
1677091780,0.001430511,0.049651623,-2.91,0.17,0,-0.03,0.01,-0.01,70.24,-0.59,-134.01,-1.22,0.43,-0.62,0.01,-0.01,-0.03,116.85,22.68,-66.06,3.02,0.15,-1.78,0.09,0.03,0.1,135.6,-25.03,-60.99,0.009129286,1677091780,0.516763687,-16082.64258,8605.387695,-2251.627686,-1969.238281,5974.446777,2577.22998,111.1246796,8159.708984,10336.87402,5214.274414,-8609.049805,7448.445801,-1638.956787,2595.540527,-3657.145264,-4241.536621,2573.974609,-337.0768433,3227.376465,2296.99707,7641.194824,1270.874023,1784.098389,2861.775879,7292.317871,5233.439453,-527.1403198,6238.891602,4583.496094,8108.47998,-3288.533691,-13018.75879,-72,1011,24,0,1677091786,42.03840092,3192.637656,1351.238877,-11.925715,3283.178698,1362.347368,117.2962978,3302.592251,1350.065062,,49.13632792,3259.469535
1677091780,0.001192093,0.059478521,-2.74,0.4,0.11,-0.03,0.01,-0.01,70.22,-0.59,-134,-1.28,0.37,-0.62,0.01,-0.01,-0.03,116.84,22.69,-66.05,3.02,0.21,-1.9,0.09,0.03,0.1,135.62,-25.02,-60.97,0.009826899,1677091780,0.516763687,-16080.81152,8604.370117,-2250.203613,-1967.610718,5977.742676,2578.043701,110.4329453,8160.929688,10339.72168,5222.615723,-8605.59082,7447.143555,-1641.438843,2595.174316,-3649.983887,-4255.53418,2559.489014,-341.5120544,3224.568848,2298.461914,7643.351563,1270.304443,1782.755615,2860.351563,7290.69043,5232.666016,-521.3216553,6230.875977,4581.054688,8106.20166,-3288.37085,-13018.67676,-72,1016,24,0,1677091786,42.0102794,3192.704949,1351.227091,-11.91229697,3283.235613,1362.281839,117.2794252,3302.634804,1350.041371,,49.12580253,3259.525122
1677091780,0.001430511,0.069917202,-2.63,0.57,0.17,-0.03,0.01,-0.01,70.19,-0.59,-134,-1.28,0.37,-0.62,0.01,-0.01,-0.03,116.84,22.69,-66.05,0.23,0.06,-0.11,0.08,0.02,0.08,134.62,-26.03,-60.51,0.010438681,1677091780,0.518078089,-16087.8916,8603.271484,-2252.075195,-1972.005249,5975.830078,2577.026367,110.514328,8160.034668,10337.32129,5220.052246,-8605.59082,7443.685059,-1645.182373,2592.61084,-3646.525146,-4253.90625,2561.80835,-340.4134216,3219.767334,2302.449707,7640.991211,1268.229248,1780.924561,2860.921387,7291.585449,5228.149414,-517.6595459,6235.473633,4579.305176,8107.951172,-3289.306641,-13017.08984,-72,1016,24,0.001314402,1677091786,41.98797154,3192.732644,1351.218226,-11.94637561,3283.294156,1362.296762,117.3037937,3302.658457,1349.995563,,49.11512989,3259.561753
1677091780,0.001192093,0.080283165,-2.57,0.52,0.17,-0.03,0.01,-0.01,70.23,-0.59,-133.99,-1.22,0.49,-0.68,0.01,-0.01,-0.03,116.83,22.69,-66.04,0.17,-0.11,-0.17,0.08,0.02,0.08,134.63,-26.03,-60.51,0.010365963,1677091780,0.518078089,-16089.1123,8604.574219,-2249.43042,-1969.848633,5978.719238,2578.776123,110.0260468,8160.563477,10339.2334,5215.209961,-8605.428711,7442.586426,-1649.291992,2590.250732,-3644.490723,-4248.168945,2555.297852,-349.1618042,3212.768555,2297.363281,7644.002441,1260.945679,1776.489258,2860.717773,7288.411621,5225.911621,-523.3154297,6232.09668,4578.166016,8106.160645,-3291.70752,-13015.91016,-72,1016,24,0,1677091786,41.96600423,3192.763186,1351.248156,-11.92284442,3283.312549,1362.269987,117.2731801,3302.69018,1350.005832,,49.10544664,3259.588638
1677091780,0.001430511,0.090200901,-2.57,0.63,0.12,-0.02,0.01,-0.01,70.2,-0.59,-133.98,-1.22,0.37,-0.68,0.01,-0.01,-0.03,116.82,22.69,-66.03,0.18,-0.22,-0.18,0.08,0.02,0.08,134.63,-26.02,-60.51,0.009917736,1677091780,0.518078089,-16089.47852,8605.102539,-2250.569824,-1969.848633,5974.894531,2573.812012,111.6129608,8161.458496,10339.51855,5216.59375,-8607.543945,7441.935547,-1652.46582,2588.867188,-3644.572021,-4247.314453,2555.501465,-353.3528748,3206.258301,2289.713623,7648.763184,1257.771851,1773.640991,2859.822754,7282.267578,5227.702148,-527.0182495,6232.137207,4577.880859,8107.34082,-3292.2771,-13015.8291,-72,1016,24,0,1677091786,41.9674443,3192.775906,1351.309642,-11.93975112,3283.345704,1362.334439,117.2332227,3302.703069,1350.065049,,49.08697195,3259.608226
1677091780,0.001430511,0.100526333,-2.92,0.63,0.06,-0.03,0.01,-0.01,70.17,-0.58,-133.97,-1.22,0.26,-0.62,0.01,-0.01,-0.02,116.86,22.68,-66,0.12,-0.39,-0.12,0.08,0.02,0.08,134.63,-26.02,-60.51,0.010325432,1677091780,0.518078089,-16091.71582,8602.783203,-2252.88916,-1970.499756,5970.214844,2564.982178,111.1246796,8158.325684,10337.60645,5216.878418,-8609.660156,7439.208984,-1655.436279,2586.344482,-3645.996094,-4247.233398,2553.873779,-359.2529297,3199.462891,2282.104492,7646.687988,1255.249023,1771.158936,2859.415771,7279.09375,5228.353027,-525.5534058,6229.858398,4575.520996,8103.719238,-3294.637207,-13021.72852,-72,1016,24,0,1677091786,41.91296469,3192.792726,1351.44526,-11.95193901,3283.343415,1362.439734,117.2267028,3302.678229,1350.183017,,49.06257617,3259.60479
