1677090931.6185827,0.08225440979003906,0.010110616684,35.0,-1.69,-0.3,0.35,79.98,-62.9,24.16,0.0,0.0,0.0,0.0,0.0,-6.35,0.83,0.74,-0.05,0.02,-0.05,64.5,-0.72,-127.99,1.57,3.75,-0.84,0.0,0.01,0.01,0.010110616684,1677090931.63,0.5380535125732422,-19962.1171875,7477.13232421875,-3140.787841796875,-2438.1103515625,4537.150390625,2064.04638671875,-483.1136169433594,7029.98876953125,8887.77734375,4914.306640625,-9510.6201171875,7091.87841796875,-2018.3919677734375,2246.66357421875,-2900.675537109375,-3828.776123046875,2217.97705078125,-1291.015625,2815.38916015625,2368.00146484375,6819.091796875,1040.6087646484375,2195.841552734375,2630.045654296875,6582.8857421875,4759.23681640625,-1047.2412109375,5943.5224609375,4457.96728515625,7136.759765625,-3536.417724609375,-16211.5888671875,-170.0,995.0,-97.0,0.5380535125732422,1677090937.4862916,322.8038024796331,3082.4750702537617,1723.8912684151449,256.2667886976284,3162.8419837599904,1740.7257391282888,381.3968136068583,3201.458384413047,1734.7398944272145
1677090931.9977393,0.002384185791015625,0.0200295448303,-6.46,0.49,0.74,-0.05,0.02,-0.04,64.43,-0.72,-127.98,1.57,3.75,-0.84,0.0,0.01,0.01,110.04,-2.15,-90.46,0.53,-1.12,-0.31,0.03,0.01,-0.0,96.84,1.75,11.89,0.00991892814636,1677090931.64,0.5380535125732422,-19966.47265625,7475.830078125,-3146.769287109375,-2443.603515625,4529.78515625,2058.06494140625,-485.1888122558594,7028.849609375,8885.25390625,4905.6806640625,-9507.9755859375,7092.1630859375,-2017.985107421875,2250.6103515625,-2907.1044921875,-3819.05126953125,2223.876953125,-1287.882568359375,2817.545654296875,2368.61181640625,6821.2890625,1036.62109375,2199.015380859375,2628.580810546875,6585.28662109375,4757.8125,-1050.29296875,5932.45458984375,4459.26953125,7135.6201171875,-3533.89501953125,-16209.4736328125,-168.0,992.0,-97.0,0.0,1677090937.4862916,322.8543057649252,3082.390090695242,1723.762081796163,256.32889172671287,3162.7706999298734,1740.6531674138853,381.444510809347,3201.3872232136646,1734.6619638209586
1677090931.9996042,0.001430511474609375,0.0282888412476,-6.05,-0.08,0.73,-0.05,0.02,-0.05,64.5,-0.72,-127.96,1.4,3.69,-0.67,0.0,0.01,0.0,110.05,-2.15,-90.42,0.24,-1.07,-0.13,0.01,0.0,-0.0,96.85,1.75,11.89,0.00825929641724,1677090931.65,0.5380535125732422,-19963.4609375,7473.4296875,-3149.00732421875,-2448.771240234375,4519.36865234375,2046.5902099609375,-489.3798828125,7026.57080078125,8877.5234375,4891.07275390625,-9514.3232421875,7088.46044921875,-2020.7113037109375,2242.472412109375,-2911.051513671875,-3816.813232421875,2227.74267578125,-1283.5286865234375,2817.22021484375,2364.542724609375,6803.5888671875,1050.537109375,2199.17822265625,2627.115966796875,6590.861328125,4686.3203125,-1056.9661865234375,5926.96142578125,4463.5419921875,7149.61767578125,-3533.935546875,-16214.5595703125,-168.0,992.0,-97.0,0.0,1677090937.4862916,322.95580250723447,3082.2611834386266,1723.71034531084,256.3847606080079,3162.667475100986,1740.6553845198302,381.5763237978478,3201.23244609339,1734.6410125245673
1677090932.004195,0.0011920928955078125,0.0382618904114,-5.23,-0.34,0.73,-0.05,0.02,-0.05,64.45,-0.73,-127.96,1.34,3.52,-0.56,0.0,0.0,0.0,110.07,-2.17,-90.41,0.36,-1.64,0.14,0.02,0.0,-0.01,96.85,1.75,11.87,0.00997304916382,1677090931.66,0.5380535125732422,-19971.517578125,7474.40625,-3148.722412109375,-2454.79345703125,4513.712890625,2040.3646240234375,-490.8447265625,7023.3154296875,8871.419921875,4879.72021484375,-9518.7177734375,7085.16455078125,-2022.6644287109375,2234.0087890625,-2925.4150390625,-3832.926513671875,2227.213623046875,-1273.966552734375,2816.5283203125,2361.89794921875,6797.8515625,1058.7158203125,2199.015380859375,2627.3193359375,6591.51220703125,4694.865234375,-1058.146240234375,6005.2900390625,4468.75,7159.0986328125,-3539.99853515625,-16221.029296875,-168.0,992.0,-98.0,0.0,1677090937.4862916,323.0432950144748,3082.139605108124,1723.676130421493,256.52192025689504,3162.5181526300685,1740.6699284655256,381.66743880680554,3201.1053731591896,1734.6751533937743
1677090932.0048776,0.0011920928955078125,0.0484027862549,-4.36,-0.33,0.73,-0.05,0.02,-0.04,64.41,-0.74,-127.96,1.15,2.95,-0.4,0.01,0.0,0.0,110.09,-2.18,-90.34,0.01,-1.3,0.09,0.03,0.01,-0.01,96.85,1.76,11.85,0.0101408958435,1677090931.67,0.5380535125732422,-19977.25390625,7474.4873046875,-3148.76318359375,-2454.06103515625,4515.0146484375,2036.8245849609375,-491.5364685058594,7021.6474609375,8866.943359375,4880.45263671875,-9524.5771484375,7085.3681640625,-2021.7286376953125,2237.6708984375,-2920.654296875,-3845.703125,2229.8583984375,-1264.4857177734375,2815.91796875,2360.270263671875,6808.7568359375,1055.5013427734375,2196.085693359375,2626.261474609375,6582.560546875,4739.74609375,-1059.366943359375,6000.81396484375,4463.0126953125,7159.5869140625,-3548.42138671875,-16224.650390625,-168.0,992.0,-98.0,0.0,1677090937.4862916,323.11382341594447,3082.0483839026606,1723.6886113288479,256.5979621783284,3162.40552460585,1740.7262051997034,381.76055147962614,3200.994454912071,1734.7013535908213
1677090932.0055385,0.0007152557373046875,0.0581941604614,-3.95,-0.09,0.79,-0.05,0.02,-0.04,64.37,-0.74,-127.96,1.15,2.95,-0.4,0.01,0.0,0.0,110.09,-2.18,-90.34,0.24,-1.58,0.09,0.04,0.01,0.0,96.85,1.67,11.79,0.00979137420654,1677090931.68,0.5390548706054688,-19979.2890625,7473.673828125,-3145.914794921875,-2456.01416015625,4516.5205078125,2035.441162109375,-490.1123046875,7024.49560546875,8866.29296875,4888.14306640625,-9526.2451171875,7088.9892578125,-2016.4796142578125,2245.402099609375,-2908.976318359375,-3816.40625,2244.62890625,-1267.374755859375,2814.697265625,2366.8212890625,6808.634765625,1044.7591552734375,2196.696044921875,2628.336669921875,6577.59619140625,4746.134765625,-1054.362060546875,5984.82275390625,4457.1533203125,7147.94921875,-3546.71240234375,-16231.32421875,-168.0,992.0,-98.0,0.0010013580322265625,1677090937.487293,323.2769464292844,3081.916013372051,1723.5990825759488,256.7266093606213,3162.292815033757,1740.7595220391147,381.85877173643905,3200.8998911611343,1734.730408415793
1677090932.006324,0.0011920928955078125,0.0684156417847,-3.67,0.08,0.91,-0.05,0.02,-0.04,64.33,-0.75,-127.95,0.92,2.89,-0.23,0.01,0.0,0.0,110.09,-2.19,-90.32,0.3,-1.24,-0.31,0.04,0.0,-0.01,96.85,1.67,11.78,0.0102214813232,1677090931.69,0.5390548706054688,-19984.375,7471.6796875,-3147.66455078125,-2464.884521484375,4512.89892578125,2032.9591064453125,-490.9261169433594,7020.3857421875,8864.3798828125,4892.375,-9528.1171875,7087.7685546875,-2018.9210205078125,2244.34423828125,-2910.84814453125,-3778.361083984375,2238.688232421875,-1314.94140625,2804.5654296875,2341.39013671875,6807.6171875,1029.3782958984375,2193.400146484375,2627.970458984375,6576.66015625,4692.3017578125,-1058.7158203125,5990.1123046875,4456.33984375,7140.7880859375,-3538.4521484375,-16238.36328125,-168.0,991.0,-97.0,0.0,1677090937.487293,323.3849258294123,3081.7984834836466,1723.5350190149152,256.8439342340775,3162.1273373394624,1740.7622158342726,381.9473204481388,3200.7737815176097,1734.705122097591
1677090932.0070121,0.0016689300537109375,0.0787107944489,-2.33,0.45,1.03,-0.05,0.01,-0.04,64.49,-0.69,-127.91,0.8,2.72,-0.17,0.01,0.0,-0.0,110.11,-2.19,-90.29,0.12,-0.56,-0.98,0.05,0.0,-0.0,96.85,1.68,11.77,0.0102951526642,1677090931.7,0.5390548706054688,-19987.01953125,7468.4248046875,-3149.658203125,-2468.505859375,4512.41064453125,2035.3597412109375,-494.140625,7021.4033203125,8866.4150390625,4883.13818359375,-9516.5615234375,7087.6875,-2021.769287109375,2247.02978515625,-2914.4287109375,-3771.6064453125,2224.772216796875,-1328.409912109375,2793.53857421875,2344.19775390625,6799.03173828125,1021.3216552734375,2189.453125,2627.848388671875,6572.34716796875,4705.9736328125,-1066.0400390625,5976.806640625,4454.142578125,7140.5439453125,-3533.203125,-16234.2939453125,-168.0,991.0,-97.0,0.0,1677090937.487293,323.49756057850954,3081.62242811061,1723.3729696346609,256.9138168846575,3161.9245009318743,1740.706300462517,382.038370398457,3200.5840710553325,1734.6250480362435
1677090932.0077074,0.00095367431640625,0.0891137123108,-0.3,0.43,0.98,-0.05,0.01,-0.03,64.49,-0.7,-127.9,0.62,2.16,-0.07,0.01,0.0,0.0,110.11,-2.22,-90.29,0.06,-0.44,-1.44,0.05,0.0,-0.0,96.85,1.7,11.77,0.0104029178619,1677090931.71,0.5390548706054688,-19984.294921875,7471.5576171875,-3150.22802734375,-2465.16943359375,4516.4794921875,2044.3929443359375,-496.6634216308594,7016.31689453125,8868.734375,4884.3994140625,-9521.4443359375,7084.3916015625,-2027.4251708984375,2238.72900390625,-2909.586669921875,-3824.625732421875,2206.74658203125,-1318.156005859375,2796.061279296875,2354.20751953125,6802.6533203125,1033.935546875,2189.371826171875,2626.993896484375,6575.48046875,4728.556640625,-1063.4765625,5972.61572265625,4454.91552734375,7136.67822265625,-3530.558349609375,-16228.7607421875,-173.0,988.0,-93.0,0.0,1677090937.487293,323.5565098793586,3081.4230335316643,1723.207938002359,256.94578251000644,3161.69549646649,1740.6466177286227,382.1035502446166,3200.372421400787,1734.5221450050572
1677090932.0093458,0.0019073486328125,0.0992891788483,1.58,-0.67,0.57,-0.05,0.01,-0.02,64.5,-0.7,-127.9,0.25,0.9,0.31,0.0,0.0,0.0,110.12,-2.23,-90.27,-0.0,-0.44,-2.01,0.04,0.0,-0.0,96.85,1.72,11.77,0.0101754665375,1677090931.72,0.5390548706054688,-19975.5859375,7474.5283203125,-3150.0244140625,-2457.84521484375,4518.51416015625,2051.310302734375,-495.2392578125,7012.1259765625,8869.140625,4893.7177734375,-9528.158203125,7080.4853515625,-2034.708740234375,2226.52197265625,-2912.028076171875,-3879.923583984375,2185.709716796875,-1318.400146484375,2795.7763671875,2344.31982421875,6808.7568359375,1031.290771484375,2187.8662109375,2626.42431640625,6573.32373046875,4728.47509765625,-1060.7503662109375,5974.2841796875,4456.9501953125,7130.9814453125,-3529.703857421875,-16220.01171875,-173.0,988.0,-93.0,0.0,1677090937.487293,323.66673951050365,3081.2416251420223,1723.06682476247,257.0598655898656,3161.4706134001167,1740.6129432911462,382.1835737196652,3200.2022197945344,1734.508709040364
